,Feature,Importance,Cumulative Importance,Cumulative Percentage
432,"cat__shipping_address_610 Main St, Chicago",0.0,1.0,100.0
433,"cat__shipping_address_610 State St, Chicago",0.0,1.0,100.0
443,"cat__shipping_address_62 State St, New York",0.0,1.0,100.0
435,"cat__shipping_address_611 Main St, New York",0.0,1.0,100.0
436,"cat__shipping_address_611 State St, Los Angeles",0.0,1.0,100.0
437,"cat__shipping_address_612 State St, New York",0.0,1.0,100.0
438,"cat__shipping_address_613 Main St, Los Angeles",0.0,1.0,100.0
439,"cat__shipping_address_614 Broadway, Houston",0.0,1.0,100.0
440,"cat__shipping_address_614 Main St, New York",0.0,1.0,100.0
441,"cat__shipping_address_618 Main St, Chicago",0.0,1.0,100.0
442,"cat__shipping_address_618 Main St, New York",0.0,1.0,100.0
434,"cat__shipping_address_611 Main St, Houston",0.0,1.0,100.0
479,"cat__shipping_address_659 Market St, Los Angeles",0.0,1.0,100.0
480,"cat__shipping_address_66 Market St, Houston",0.0,1.0,100.0
481,"cat__shipping_address_662 Market St, Houston",0.0,1.0,100.0
482,"cat__shipping_address_664 Broadway, Los Angeles",0.0,1.0,100.0
483,"cat__shipping_address_664 Main St, Houston",0.0,1.0,100.0
484,"cat__shipping_address_666 Main St, New York",0.0,1.0,100.0
485,"cat__shipping_address_667 Park Ave, Chicago",0.0,1.0,100.0
460,"cat__shipping_address_639 Broadway, New York",0.0,1.0,100.0
487,"cat__shipping_address_671 Broadway, Houston",0.0,1.0,100.0
488,"cat__shipping_address_671 Main St, Houston",0.0,1.0,100.0
489,"cat__shipping_address_672 Main St, New York",0.0,1.0,100.0
490,"cat__shipping_address_675 Main St, Chicago",0.0,1.0,100.0
491,"cat__shipping_address_675 Market St, Chicago",0.0,1.0,100.0
492,"cat__shipping_address_676 Market St, New York",0.0,1.0,100.0
493,"cat__shipping_address_677 State St, Los Angeles",0.0,1.0,100.0
494,"cat__shipping_address_680 Park Ave, Chicago",0.0,1.0,100.0
486,"cat__shipping_address_670 Broadway, New York",0.0,1.0,100.0
461,"cat__shipping_address_639 Market St, New York",0.0,1.0,100.0
462,"cat__shipping_address_64 State St, Phoenix",0.0,1.0,100.0
463,"cat__shipping_address_645 Main St, Los Angeles",0.0,1.0,100.0
464,"cat__shipping_address_647 Broadway, Los Angeles",0.0,1.0,100.0
465,"cat__shipping_address_648 State St, Phoenix",0.0,1.0,100.0
466,"cat__shipping_address_649 State St, Phoenix",0.0,1.0,100.0
467,"cat__shipping_address_65 Main St, Houston",0.0,1.0,100.0
468,"cat__shipping_address_651 Broadway, Los Angeles",0.0,1.0,100.0
478,"cat__shipping_address_658 Main St, Phoenix",0.0,1.0,100.0
470,"cat__shipping_address_652 Park Ave, Phoenix",0.0,1.0,100.0
471,"cat__shipping_address_654 State St, Houston",0.0,1.0,100.0
472,"cat__shipping_address_655 Main St, New York",0.0,1.0,100.0
473,"cat__shipping_address_655 State St, Houston",0.0,1.0,100.0
474,"cat__shipping_address_657 Market St, Chicago",0.0,1.0,100.0
475,"cat__shipping_address_657 Park Ave, Phoenix",0.0,1.0,100.0
476,"cat__shipping_address_658 Broadway, Houston",0.0,1.0,100.0
477,"cat__shipping_address_658 Main St, Houston",0.0,1.0,100.0
469,"cat__shipping_address_651 Market St, Los Angeles",0.0,1.0,100.0
92,"cat__shipping_address_216 Broadway, Los Angeles",0.0,1.0,100.0
93,"cat__shipping_address_216 Park Ave, New York",0.0,1.0,100.0
94,"cat__shipping_address_217 State St, Chicago",0.0,1.0,100.0
95,"cat__shipping_address_219 State St, Chicago",0.0,1.0,100.0
96,"cat__shipping_address_222 Market St, Chicago",0.0,1.0,100.0
97,"cat__shipping_address_223 Main St, Los Angeles",0.0,1.0,100.0
98,"cat__shipping_address_223 Market St, Los Angeles",0.0,1.0,100.0
284,"cat__shipping_address_446 Park Ave, Phoenix",0.0,1.0,100.0
100,"cat__shipping_address_225 Broadway, Houston",0.0,1.0,100.0
101,"cat__shipping_address_225 Park Ave, Houston",0.0,1.0,100.0
102,"cat__shipping_address_226 Market St, Phoenix",0.0,1.0,100.0
103,"cat__shipping_address_227 Broadway, Los Angeles",0.0,1.0,100.0
104,"cat__shipping_address_228 Park Ave, Houston",0.0,1.0,100.0
105,"cat__shipping_address_229 Main St, Los Angeles",0.0,1.0,100.0
106,"cat__shipping_address_231 Park Ave, Chicago",0.0,1.0,100.0
107,"cat__shipping_address_231 Park Ave, Los Angeles",0.0,1.0,100.0
99,"cat__shipping_address_224 State St, Houston",0.0,1.0,100.0
75,"cat__shipping_address_20 Main St, Chicago",0.0,1.0,100.0
76,"cat__shipping_address_20 Market St, Chicago",0.0,1.0,100.0
77,"cat__shipping_address_20 Market St, New York",0.0,1.0,100.0
78,"cat__shipping_address_20 State St, New York",0.0,1.0,100.0
79,"cat__shipping_address_200 Market St, Houston",0.0,1.0,100.0
80,"cat__shipping_address_202 State St, Chicago",0.0,1.0,100.0
81,"cat__shipping_address_203 Park Ave, Phoenix",0.0,1.0,100.0
91,"cat__shipping_address_212 Main St, New York",0.0,1.0,100.0
83,"cat__shipping_address_204 State St, Phoenix",0.0,1.0,100.0
84,"cat__shipping_address_205 Main St, Los Angeles",0.0,1.0,100.0
85,"cat__shipping_address_205 Main St, Phoenix",0.0,1.0,100.0
86,"cat__shipping_address_206 Park Ave, Phoenix",0.0,1.0,100.0
87,"cat__shipping_address_207 State St, Chicago",0.0,1.0,100.0
88,"cat__shipping_address_208 State St, Phoenix",0.0,1.0,100.0
89,"cat__shipping_address_21 Market St, Houston",0.0,1.0,100.0
90,"cat__shipping_address_210 Broadway, Los Angeles",0.0,1.0,100.0
82,"cat__shipping_address_204 Park Ave, Chicago",0.0,1.0,100.0
127,"cat__shipping_address_249 Broadway, Los Angeles",0.0,1.0,100.0
128,"cat__shipping_address_250 Market St, Phoenix",0.0,1.0,100.0
129,"cat__shipping_address_251 Market St, Chicago",0.0,1.0,100.0
130,"cat__shipping_address_253 State St, Phoenix",0.0,1.0,100.0
131,"cat__shipping_address_256 Main St, Houston",0.0,1.0,100.0
132,"cat__shipping_address_256 Main St, New York",0.0,1.0,100.0
133,"cat__shipping_address_257 Park Ave, New York",0.0,1.0,100.0
108,"cat__shipping_address_232 Market St, Phoenix",0.0,1.0,100.0
135,"cat__shipping_address_26 Park Ave, Chicago",0.0,1.0,100.0
136,"cat__shipping_address_260 Main St, Chicago",0.0,1.0,100.0
137,"cat__shipping_address_260 Main St, Los Angeles",0.0,1.0,100.0
138,"cat__shipping_address_263 Park Ave, Los Angeles",0.0,1.0,100.0
139,"cat__shipping_address_264 Market St, Chicago",0.0,1.0,100.0
140,"cat__shipping_address_268 Market St, Los Angeles",0.0,1.0,100.0
141,"cat__shipping_address_270 State St, Houston",0.0,1.0,100.0
142,"cat__shipping_address_271 Main St, Houston",0.0,1.0,100.0
134,"cat__shipping_address_26 Main St, Los Angeles",0.0,1.0,100.0
109,"cat__shipping_address_232 Park Ave, Los Angeles",0.0,1.0,100.0
110,"cat__shipping_address_233 Broadway, Los Angeles",0.0,1.0,100.0
111,"cat__shipping_address_235 Main St, Chicago",0.0,1.0,100.0
112,"cat__shipping_address_236 Market St, Phoenix",0.0,1.0,100.0
113,"cat__shipping_address_237 Main St, Los Angeles",0.0,1.0,100.0
114,"cat__shipping_address_238 Broadway, Chicago",0.0,1.0,100.0
115,"cat__shipping_address_238 Market St, Chicago",0.0,1.0,100.0
116,"cat__shipping_address_239 State St, Phoenix",0.0,1.0,100.0
126,"cat__shipping_address_248 Park Ave, Chicago",0.0,1.0,100.0
118,"cat__shipping_address_241 State St, Los Angeles",0.0,1.0,100.0
119,"cat__shipping_address_242 Broadway, Chicago",0.0,1.0,100.0
120,"cat__shipping_address_244 Broadway, New York",0.0,1.0,100.0
121,"cat__shipping_address_246 Park Ave, Phoenix",0.0,1.0,100.0
122,"cat__shipping_address_247 Main St, Phoenix",0.0,1.0,100.0
123,"cat__shipping_address_247 Park Ave, Chicago",0.0,1.0,100.0
124,"cat__shipping_address_248 Market St, Houston",0.0,1.0,100.0
125,"cat__shipping_address_248 Market St, New York",0.0,1.0,100.0
117,"cat__shipping_address_24 Main St, Houston",0.0,1.0,100.0
2214,cat__device_id_iPhone_9572,0.0,1.0,100.0
2215,cat__device_id_iPhone_9574,0.0,1.0,100.0
2216,cat__device_id_iPhone_9582,0.0,1.0,100.0
2217,cat__device_id_iPhone_9666,0.0,1.0,100.0
2218,cat__device_id_iPhone_9702,0.0,1.0,100.0
2219,cat__device_id_iPhone_9704,0.0,1.0,100.0
2220,cat__device_id_iPhone_9764,0.0,1.0,100.0
74,"cat__shipping_address_2 State St, Phoenix",0.0,1.0,100.0
30,"cat__shipping_address_13 Market St, Houston",0.0,1.0,100.0
31,"cat__shipping_address_130 Broadway, New York",0.0,1.0,100.0
32,"cat__shipping_address_131 Main St, Chicago",0.0,1.0,100.0
33,"cat__shipping_address_132 Market St, Phoenix",0.0,1.0,100.0
34,"cat__shipping_address_132 State St, Phoenix",0.0,1.0,100.0
35,"cat__shipping_address_134 State St, Chicago",0.0,1.0,100.0
36,"cat__shipping_address_135 State St, Houston",0.0,1.0,100.0
37,"cat__shipping_address_136 Broadway, New York",0.0,1.0,100.0
13,"cat__shipping_address_106 Park Ave, Chicago",0.0,1.0,100.0
14,"cat__shipping_address_109 Market St, Chicago",0.0,1.0,100.0
2237,cat__country_nan,0.0,1.0,100.0
4,cat__payment_method_credit_card,0.0,1.0,100.0
5,cat__payment_method_debit_card,0.0,1.0,100.0
6,cat__payment_method_paypal,0.0,1.0,100.0
7,"cat__shipping_address_10 Broadway, Phoenix",0.0,1.0,100.0
8,"cat__shipping_address_10 Main St, New York",0.0,1.0,100.0
9,"cat__shipping_address_101 Main St, Houston",0.0,1.0,100.0
2213,cat__device_id_iPhone_9433,0.0,1.0,100.0
11,"cat__shipping_address_103 Main St, Phoenix",0.0,1.0,100.0
2222,cat__device_id_iPhone_9834,0.0,1.0,100.0
2207,cat__device_id_iPhone_8796,0.0,1.0,100.0
2208,cat__device_id_iPhone_8839,0.0,1.0,100.0
2209,cat__device_id_iPhone_8924,0.0,1.0,100.0
2210,cat__device_id_iPhone_8947,0.0,1.0,100.0
2211,cat__device_id_iPhone_8952,0.0,1.0,100.0
2212,cat__device_id_iPhone_9202,0.0,1.0,100.0
10,"cat__shipping_address_101 Market St, Chicago",0.0,1.0,100.0
57,"cat__shipping_address_169 Park Ave, Chicago",0.0,1.0,100.0
58,"cat__shipping_address_17 Broadway, Phoenix",0.0,1.0,100.0
59,"cat__shipping_address_171 Broadway, New York",0.0,1.0,100.0
60,"cat__shipping_address_171 Market St, Houston",0.0,1.0,100.0
61,"cat__shipping_address_172 State St, Phoenix",0.0,1.0,100.0
62,"cat__shipping_address_174 Park Ave, Phoenix",0.0,1.0,100.0
63,"cat__shipping_address_177 Market St, New York",0.0,1.0,100.0
38,"cat__shipping_address_141 Main St, Phoenix",0.0,1.0,100.0
65,"cat__shipping_address_181 State St, Houston",0.0,1.0,100.0
66,"cat__shipping_address_183 State St, Houston",0.0,1.0,100.0
68,"cat__shipping_address_187 Park Ave, Houston",0.0,1.0,100.0
69,"cat__shipping_address_188 Broadway, Houston",0.0,1.0,100.0
70,"cat__shipping_address_189 State St, Houston",0.0,1.0,100.0
71,"cat__shipping_address_193 State St, Chicago",0.0,1.0,100.0
72,"cat__shipping_address_193 State St, Phoenix",0.0,1.0,100.0
73,"cat__shipping_address_197 Park Ave, Phoenix",0.0,1.0,100.0
64,"cat__shipping_address_180 Park Ave, Houston",0.0,1.0,100.0
39,"cat__shipping_address_141 Park Ave, New York",0.0,1.0,100.0
40,"cat__shipping_address_141 State St, Chicago",0.0,1.0,100.0
41,"cat__shipping_address_142 Park Ave, Los Angeles",0.0,1.0,100.0
42,"cat__shipping_address_144 Market St, Chicago",0.0,1.0,100.0
43,"cat__shipping_address_147 State St, Houston",0.0,1.0,100.0
44,"cat__shipping_address_149 Market St, Los Angeles",0.0,1.0,100.0
45,"cat__shipping_address_15 Broadway, Chicago",0.0,1.0,100.0
46,"cat__shipping_address_153 Broadway, Houston",0.0,1.0,100.0
56,"cat__shipping_address_167 Market St, Phoenix",0.0,1.0,100.0
48,"cat__shipping_address_157 Market St, Phoenix",0.0,1.0,100.0
49,"cat__shipping_address_157 Park Ave, Chicago",0.0,1.0,100.0
50,"cat__shipping_address_157 Park Ave, Houston",0.0,1.0,100.0
51,"cat__shipping_address_158 Park Ave, Los Angeles",0.0,1.0,100.0
52,"cat__shipping_address_16 Broadway, Los Angeles",0.0,1.0,100.0
53,"cat__shipping_address_16 Park Ave, Houston",0.0,1.0,100.0
54,"cat__shipping_address_163 Broadway, Chicago",0.0,1.0,100.0
55,"cat__shipping_address_166 Market St, Phoenix",0.0,1.0,100.0
47,"cat__shipping_address_153 State St, Chicago",0.0,1.0,100.0
232,"cat__shipping_address_383 Market St, Phoenix",0.0,1.0,100.0
233,"cat__shipping_address_384 Market St, Houston",0.0,1.0,100.0
234,"cat__shipping_address_386 Broadway, Los Angeles",0.0,1.0,100.0
235,"cat__shipping_address_386 Market St, Houston",0.0,1.0,100.0
236,"cat__shipping_address_389 Market St, Chicago",0.0,1.0,100.0
237,"cat__shipping_address_39 Broadway, Phoenix",0.0,1.0,100.0
238,"cat__shipping_address_390 Broadway, Houston",0.0,1.0,100.0
143,"cat__shipping_address_271 Main St, Los Angeles",0.0,1.0,100.0
240,"cat__shipping_address_392 Main St, Houston",0.0,1.0,100.0
241,"cat__shipping_address_393 Park Ave, Houston",0.0,1.0,100.0
242,"cat__shipping_address_393 State St, New York",0.0,1.0,100.0
243,"cat__shipping_address_394 Market St, New York",0.0,1.0,100.0
244,"cat__shipping_address_395 State St, Los Angeles",0.0,1.0,100.0
245,"cat__shipping_address_396 Main St, Chicago",0.0,1.0,100.0
246,"cat__shipping_address_40 Broadway, Houston",0.0,1.0,100.0
247,"cat__shipping_address_407 Main St, Houston",0.0,1.0,100.0
239,"cat__shipping_address_391 State St, Houston",0.0,1.0,100.0
215,"cat__shipping_address_355 Market St, Chicago",0.0,1.0,100.0
216,"cat__shipping_address_357 Market St, Chicago",0.0,1.0,100.0
217,"cat__shipping_address_359 Broadway, Los Angeles",0.0,1.0,100.0
218,"cat__shipping_address_360 State St, Houston",0.0,1.0,100.0
219,"cat__shipping_address_362 Park Ave, Phoenix",0.0,1.0,100.0
220,"cat__shipping_address_363 State St, Houston",0.0,1.0,100.0
221,"cat__shipping_address_364 Broadway, Chicago",0.0,1.0,100.0
231,"cat__shipping_address_380 Broadway, Los Angeles",0.0,1.0,100.0
223,"cat__shipping_address_37 Broadway, Phoenix",0.0,1.0,100.0
224,"cat__shipping_address_370 State St, Phoenix",0.0,1.0,100.0
225,"cat__shipping_address_371 Main St, Chicago",0.0,1.0,100.0
226,"cat__shipping_address_371 Park Ave, Los Angeles",0.0,1.0,100.0
227,"cat__shipping_address_372 State St, Chicago",0.0,1.0,100.0
228,"cat__shipping_address_374 Main St, Chicago",0.0,1.0,100.0
229,"cat__shipping_address_377 State St, Houston",0.0,1.0,100.0
230,"cat__shipping_address_38 Market St, New York",0.0,1.0,100.0
222,"cat__shipping_address_368 State St, Chicago",0.0,1.0,100.0
267,"cat__shipping_address_427 Park Ave, New York",0.0,1.0,100.0
268,"cat__shipping_address_427 State St, Chicago",0.0,1.0,100.0
270,"cat__shipping_address_429 Park Ave, Los Angeles",0.0,1.0,100.0
271,"cat__shipping_address_430 State St, Phoenix",0.0,1.0,100.0
272,"cat__shipping_address_434 Broadway, New York",0.0,1.0,100.0
273,"cat__shipping_address_434 Main St, Chicago",0.0,1.0,100.0
274,"cat__shipping_address_434 Market St, Houston",0.0,1.0,100.0
248,"cat__shipping_address_407 Park Ave, Phoenix",0.0,1.0,100.0
276,"cat__shipping_address_435 State St, Houston",0.0,1.0,100.0
277,"cat__shipping_address_436 Main St, Phoenix",0.0,1.0,100.0
278,"cat__shipping_address_44 Broadway, New York",0.0,1.0,100.0
279,"cat__shipping_address_440 Main St, Phoenix",0.0,1.0,100.0
280,"cat__shipping_address_440 State St, Houston",0.0,1.0,100.0
281,"cat__shipping_address_441 Market St, Los Angeles",0.0,1.0,100.0
282,"cat__shipping_address_441 State St, Phoenix",0.0,1.0,100.0
283,"cat__shipping_address_442 Park Ave, Los Angeles",0.0,1.0,100.0
275,"cat__shipping_address_434 State St, Houston",0.0,1.0,100.0
249,"cat__shipping_address_408 Broadway, Los Angeles",0.0,1.0,100.0
250,"cat__shipping_address_408 State St, Houston",0.0,1.0,100.0
251,"cat__shipping_address_409 Broadway, Chicago",0.0,1.0,100.0
252,"cat__shipping_address_409 Broadway, Houston",0.0,1.0,100.0
253,"cat__shipping_address_41 State St, New York",0.0,1.0,100.0
254,"cat__shipping_address_410 Park Ave, Los Angeles",0.0,1.0,100.0
255,"cat__shipping_address_411 Main St, Los Angeles",0.0,1.0,100.0
256,"cat__shipping_address_412 State St, New York",0.0,1.0,100.0
266,"cat__shipping_address_426 Main St, Los Angeles",0.0,1.0,100.0
258,"cat__shipping_address_416 State St, New York",0.0,1.0,100.0
259,"cat__shipping_address_417 Market St, Houston",0.0,1.0,100.0
260,"cat__shipping_address_419 Broadway, Phoenix",0.0,1.0,100.0
261,"cat__shipping_address_419 Market St, Phoenix",0.0,1.0,100.0
262,"cat__shipping_address_421 Broadway, Los Angeles",0.0,1.0,100.0
263,"cat__shipping_address_423 Market St, Phoenix",0.0,1.0,100.0
264,"cat__shipping_address_424 Broadway, Chicago",0.0,1.0,100.0
265,"cat__shipping_address_424 Broadway, Houston",0.0,1.0,100.0
257,"cat__shipping_address_413 Broadway, Phoenix",0.0,1.0,100.0
162,"cat__shipping_address_292 Market St, Los Angeles",0.0,1.0,100.0
163,"cat__shipping_address_292 Park Ave, Houston",0.0,1.0,100.0
164,"cat__shipping_address_293 Broadway, New York",0.0,1.0,100.0
166,"cat__shipping_address_294 Main St, Phoenix",0.0,1.0,100.0
167,"cat__shipping_address_294 Market St, Los Angeles",0.0,1.0,100.0
168,"cat__shipping_address_297 Broadway, New York",0.0,1.0,100.0
169,"cat__shipping_address_298 Market St, Phoenix",0.0,1.0,100.0
214,"cat__shipping_address_354 Broadway, Phoenix",0.0,1.0,100.0
171,"cat__shipping_address_30 Market St, Chicago",0.0,1.0,100.0
172,"cat__shipping_address_30 State St, Los Angeles",0.0,1.0,100.0
173,"cat__shipping_address_300 Park Ave, Houston",0.0,1.0,100.0
174,"cat__shipping_address_301 Broadway, New York",0.0,1.0,100.0
175,"cat__shipping_address_302 Park Ave, Houston",0.0,1.0,100.0
176,"cat__shipping_address_306 Market St, Houston",0.0,1.0,100.0
177,"cat__shipping_address_306 Market St, Phoenix",0.0,1.0,100.0
178,"cat__shipping_address_310 Main St, Phoenix",0.0,1.0,100.0
170,"cat__shipping_address_3 Broadway, Los Angeles",0.0,1.0,100.0
144,"cat__shipping_address_271 Main St, New York",0.0,1.0,100.0
145,"cat__shipping_address_271 State St, New York",0.0,1.0,100.0
146,"cat__shipping_address_272 Market St, Chicago",0.0,1.0,100.0
147,"cat__shipping_address_272 Market St, Los Angeles",0.0,1.0,100.0
148,"cat__shipping_address_274 Market St, Los Angeles",0.0,1.0,100.0
149,"cat__shipping_address_274 Park Ave, New York",0.0,1.0,100.0
150,"cat__shipping_address_275 Broadway, Los Angeles",0.0,1.0,100.0
151,"cat__shipping_address_279 Broadway, Phoenix",0.0,1.0,100.0
161,"cat__shipping_address_292 Market St, Houston",0.0,1.0,100.0
153,"cat__shipping_address_280 Park Ave, New York",0.0,1.0,100.0
154,"cat__shipping_address_280 Park Ave, Phoenix",0.0,1.0,100.0
155,"cat__shipping_address_283 Market St, Chicago",0.0,1.0,100.0
156,"cat__shipping_address_285 Main St, Los Angeles",0.0,1.0,100.0
157,"cat__shipping_address_285 Market St, Chicago",0.0,1.0,100.0
158,"cat__shipping_address_285 Park Ave, Los Angeles",0.0,1.0,100.0
159,"cat__shipping_address_286 Market St, Los Angeles",0.0,1.0,100.0
160,"cat__shipping_address_287 State St, Chicago",0.0,1.0,100.0
152,"cat__shipping_address_28 State St, Los Angeles",0.0,1.0,100.0
198,"cat__shipping_address_336 Park Ave, Houston",0.0,1.0,100.0
199,"cat__shipping_address_336 State St, Los Angeles",0.0,1.0,100.0
200,"cat__shipping_address_337 Park Ave, Phoenix",0.0,1.0,100.0
201,"cat__shipping_address_338 Main St, Houston",0.0,1.0,100.0
202,"cat__shipping_address_338 Main St, Phoenix",0.0,1.0,100.0
203,"cat__shipping_address_338 Market St, Houston",0.0,1.0,100.0
204,"cat__shipping_address_339 Main St, Houston",0.0,1.0,100.0
179,"cat__shipping_address_310 State St, Phoenix",0.0,1.0,100.0
206,"cat__shipping_address_34 Broadway, Los Angeles",0.0,1.0,100.0
207,"cat__shipping_address_342 Main St, Phoenix",0.0,1.0,100.0
208,"cat__shipping_address_346 State St, New York",0.0,1.0,100.0
209,"cat__shipping_address_347 Park Ave, Houston",0.0,1.0,100.0
210,"cat__shipping_address_35 Main St, New York",0.0,1.0,100.0
211,"cat__shipping_address_350 Market St, Los Angeles",0.0,1.0,100.0
212,"cat__shipping_address_350 Park Ave, Chicago",0.0,1.0,100.0
213,"cat__shipping_address_353 Market St, Phoenix",0.0,1.0,100.0
205,"cat__shipping_address_339 Park Ave, Houston",0.0,1.0,100.0
180,"cat__shipping_address_313 State St, Phoenix",0.0,1.0,100.0
181,"cat__shipping_address_314 Market St, Phoenix",0.0,1.0,100.0
182,"cat__shipping_address_315 Park Ave, Houston",0.0,1.0,100.0
183,"cat__shipping_address_316 Broadway, Chicago",0.0,1.0,100.0
184,"cat__shipping_address_317 Market St, Chicago",0.0,1.0,100.0
185,"cat__shipping_address_317 Park Ave, Los Angeles",0.0,1.0,100.0
186,"cat__shipping_address_321 Market St, Chicago",0.0,1.0,100.0
187,"cat__shipping_address_323 Broadway, Chicago",0.0,1.0,100.0
197,"cat__shipping_address_335 Broadway, Houston",0.0,1.0,100.0
189,"cat__shipping_address_324 Main St, New York",0.0,1.0,100.0
190,"cat__shipping_address_324 Main St, Phoenix",0.0,1.0,100.0
191,"cat__shipping_address_325 Market St, Chicago",0.0,1.0,100.0
192,"cat__shipping_address_329 Main St, Los Angeles",0.0,1.0,100.0
193,"cat__shipping_address_33 Market St, Phoenix",0.0,1.0,100.0
194,"cat__shipping_address_330 Broadway, Houston",0.0,1.0,100.0
195,"cat__shipping_address_331 Broadway, Los Angeles",0.0,1.0,100.0
196,"cat__shipping_address_333 Market St, Phoenix",0.0,1.0,100.0
188,"cat__shipping_address_324 Broadway, Phoenix",0.0,1.0,100.0
933,cat__ip_address_154.122.184.169,0.0,1.0,100.0
934,cat__ip_address_154.185.156.73,0.0,1.0,100.0
935,cat__ip_address_154.201.84.222,0.0,1.0,100.0
936,cat__ip_address_155.184.210.31,0.0,1.0,100.0
937,cat__ip_address_156.122.10.45,0.0,1.0,100.0
938,cat__ip_address_156.21.216.72,0.0,1.0,100.0
939,cat__ip_address_158.179.176.181,0.0,1.0,100.0
565,"cat__shipping_address_765 Main St, Houston",0.0,1.0,100.0
941,cat__ip_address_158.52.207.34,0.0,1.0,100.0
942,cat__ip_address_158.63.166.76,0.0,1.0,100.0
943,cat__ip_address_159.136.122.144,0.0,1.0,100.0
944,cat__ip_address_159.17.194.191,0.0,1.0,100.0
945,cat__ip_address_159.76.205.64,0.0,1.0,100.0
946,cat__ip_address_16.243.203.102,0.0,1.0,100.0
947,cat__ip_address_16.6.38.151,0.0,1.0,100.0
948,cat__ip_address_160.156.180.36,0.0,1.0,100.0
940,cat__ip_address_158.227.51.116,0.0,1.0,100.0
916,cat__ip_address_150.28.40.28,0.0,1.0,100.0
917,cat__ip_address_150.60.250.41,0.0,1.0,100.0
918,cat__ip_address_151.150.195.247,0.0,1.0,100.0
919,cat__ip_address_151.187.99.90,0.0,1.0,100.0
920,cat__ip_address_151.26.87.78,0.0,1.0,100.0
921,cat__ip_address_151.52.133.4,0.0,1.0,100.0
922,cat__ip_address_152.110.100.2,0.0,1.0,100.0
932,cat__ip_address_154.112.23.17,0.0,1.0,100.0
924,cat__ip_address_152.42.166.214,0.0,1.0,100.0
925,cat__ip_address_152.55.233.10,0.0,1.0,100.0
926,cat__ip_address_153.100.157.101,0.0,1.0,100.0
927,cat__ip_address_153.101.138.141,0.0,1.0,100.0
928,cat__ip_address_153.14.199.239,0.0,1.0,100.0
929,cat__ip_address_153.156.73.77,0.0,1.0,100.0
930,cat__ip_address_153.255.13.170,0.0,1.0,100.0
931,cat__ip_address_154.10.225.201,0.0,1.0,100.0
923,cat__ip_address_152.249.127.198,0.0,1.0,100.0
968,cat__ip_address_167.77.49.39,0.0,1.0,100.0
969,cat__ip_address_168.1.250.41,0.0,1.0,100.0
970,cat__ip_address_168.127.105.176,0.0,1.0,100.0
971,cat__ip_address_168.134.74.183,0.0,1.0,100.0
972,cat__ip_address_168.183.244.229,0.0,1.0,100.0
973,cat__ip_address_168.193.64.77,0.0,1.0,100.0
974,cat__ip_address_168.24.181.25,0.0,1.0,100.0
949,cat__ip_address_161.127.153.158,0.0,1.0,100.0
976,cat__ip_address_17.148.27.205,0.0,1.0,100.0
977,cat__ip_address_17.204.137.102,0.0,1.0,100.0
978,cat__ip_address_17.67.168.81,0.0,1.0,100.0
979,cat__ip_address_170.98.22.198,0.0,1.0,100.0
980,cat__ip_address_171.151.209.45,0.0,1.0,100.0
981,cat__ip_address_171.179.92.218,0.0,1.0,100.0
982,cat__ip_address_172.164.187.227,0.0,1.0,100.0
983,cat__ip_address_172.53.133.233,0.0,1.0,100.0
975,cat__ip_address_169.154.156.226,0.0,1.0,100.0
950,cat__ip_address_161.158.216.170,0.0,1.0,100.0
951,cat__ip_address_162.110.43.158,0.0,1.0,100.0
952,cat__ip_address_163.181.182.166,0.0,1.0,100.0
953,cat__ip_address_163.2.206.24,0.0,1.0,100.0
954,cat__ip_address_163.204.226.197,0.0,1.0,100.0
955,cat__ip_address_163.213.71.214,0.0,1.0,100.0
956,cat__ip_address_163.215.178.225,0.0,1.0,100.0
957,cat__ip_address_163.247.205.75,0.0,1.0,100.0
967,cat__ip_address_166.58.174.53,0.0,1.0,100.0
959,cat__ip_address_164.145.27.240,0.0,1.0,100.0
960,cat__ip_address_164.246.125.167,0.0,1.0,100.0
961,cat__ip_address_165.71.109.230,0.0,1.0,100.0
962,cat__ip_address_166.103.248.193,0.0,1.0,100.0
963,cat__ip_address_166.114.208.33,0.0,1.0,100.0
964,cat__ip_address_166.210.241.19,0.0,1.0,100.0
965,cat__ip_address_166.218.132.37,0.0,1.0,100.0
966,cat__ip_address_166.22.150.151,0.0,1.0,100.0
958,cat__ip_address_163.40.190.100,0.0,1.0,100.0
864,cat__ip_address_133.74.50.9,0.0,1.0,100.0
865,cat__ip_address_134.2.97.168,0.0,1.0,100.0
866,cat__ip_address_136.248.164.81,0.0,1.0,100.0
867,cat__ip_address_137.129.193.31,0.0,1.0,100.0
868,cat__ip_address_137.2.165.185,0.0,1.0,100.0
869,cat__ip_address_137.74.225.217,0.0,1.0,100.0
870,cat__ip_address_138.137.2.161,0.0,1.0,100.0
915,cat__ip_address_150.124.237.131,0.0,1.0,100.0
872,cat__ip_address_138.51.68.188,0.0,1.0,100.0
873,cat__ip_address_139.121.168.199,0.0,1.0,100.0
874,cat__ip_address_139.186.73.7,0.0,1.0,100.0
875,cat__ip_address_139.68.170.73,0.0,1.0,100.0
876,cat__ip_address_139.80.45.126,0.0,1.0,100.0
877,cat__ip_address_139.9.92.209,0.0,1.0,100.0
878,cat__ip_address_14.26.112.60,0.0,1.0,100.0
879,cat__ip_address_14.26.85.53,0.0,1.0,100.0
